t,cpu.0,cpu.1,cpu.2,cpu.3,gpu.0,gpu.1,gpu.2,gpu.3,ram.0,ram.1,net.0,net.1,disk.0,disk.1,disk.2,disk.3
803.039,8.4,1.5,20.3,41.3,2.0,44.0,51.0,603.0,54.9,31.9,0.0,0.0,0.0,980.0,283.0,862.0
804.043,14.9,3.2,38.2,41.3,1.0,44.0,52.0,604.0,54.9,31.9,0.0,0.0,0.2,980.0,283.0,862.0
805.028,22.5,3.2,43.1,41.5,2.0,44.0,51.0,603.0,54.9,31.9,0.0,0.0,0.2,980.0,283.0,862.0
806.043,17.1,1.6,36.9,41.5,3.0,44.0,52.0,603.0,54.9,31.9,0.1,0.0,0.3,978.0,282.0,862.0
807.027,15.0,2.5,29.7,41.5,2.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,0.4,978.0,282.0,862.0
808.033,10.5,1.2,24.6,41.5,2.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,0.4,978.0,282.0,862.0
809.032,7.2,2.2,20.0,41.8,2.0,44.0,51.0,603.0,55.0,31.9,0.0,0.0,1.0,978.0,282.0,862.0
810.031,17.1,3.2,31.3,41.8,4.0,44.0,51.0,603.0,54.9,31.9,1.5,2.4,5.5,1011.0,308.0,878.0
811.023,17.2,1.6,31.2,41.8,1.0,44.0,51.0,604.0,54.9,31.9,0.1,0.0,5.3,1011.0,308.0,878.0
812.035,17.2,2.1,30.4,41.8,3.0,44.0,51.0,604.0,54.9,31.9,0.1,0.1,4.3,1011.0,308.0,878.0
813.056,14.0,3.2,26.1,42.3,8.0,44.0,52.0,604.0,54.9,31.9,1.3,2.3,0.2,1011.0,308.0,878.0
814.024,10.4,3.2,19.4,42.3,10.0,44.0,51.0,604.0,54.9,31.9,0.1,0.0,4.3,1002.0,310.0,876.0
815.049,8.6,2.1,19.7,42.3,4.0,44.0,52.0,604.0,54.9,31.9,0.0,0.1,3.1,1002.0,310.0,876.0
816.057,5.8,1.9,16.9,42.3,11.0,44.0,51.0,605.0,54.8,31.9,0.0,0.0,3.2,1002.0,310.0,876.0
817.046,6.7,1.2,17.2,41.5,7.0,45.0,52.0,604.0,54.9,31.9,0.0,0.0,0.0,1002.0,310.0,876.0
818.03,9.4,3.2,24.6,41.5,4.0,44.0,51.0,605.0,54.9,31.9,0.0,0.0,2.4,1000.0,310.0,876.0
819.03,8.5,3.2,18.8,41.5,5.0,44.0,51.0,605.0,54.9,31.9,0.1,0.1,2.0,1000.0,310.0,876.0
820.024,5.1,3.2,12.5,41.5,2.0,45.0,51.0,605.0,54.9,31.9,0.1,0.1,2.1,1000.0,310.0,876.0
821.032,9.3,3.2,18.5,41.5,2.0,44.0,51.0,605.0,54.9,31.9,0.0,0.0,0.2,1000.0,310.0,876.0
822.023,11.4,1.2,23.9,41.5,5.0,45.0,52.0,605.0,54.9,31.9,0.2,0.2,1.4,988.0,292.0,871.0
823.023,25.4,3.2,70.3,41.5,14.0,44.0,52.0,604.0,54.9,31.9,0.1,0.2,2.3,988.0,292.0,871.0
824.032,11.3,3.2,26.2,41.5,12.0,44.0,52.0,604.0,54.9,31.9,0.4,0.1,0.9,988.0,292.0,871.0
825.028,22.3,3.2,36.5,42.5,40.0,44.0,52.0,605.0,54.9,31.9,0.6,1.0,1.3,988.0,292.0,871.0
826.042,17.4,3.2,66.2,42.5,6.0,45.0,51.0,604.0,54.9,31.9,0.0,0.1,1.2,986.0,295.0,865.0
827.045,9.2,3.2,26.8,42.5,4.0,45.0,51.0,605.0,54.9,31.9,0.1,0.1,1.2,986.0,295.0,865.0
828.044,8.8,3.2,26.5,42.5,4.0,45.0,51.0,605.0,54.9,31.9,0.0,0.1,0.1,986.0,295.0,865.0
829.034,7.1,2.1,19.4,42.0,3.0,44.0,51.0,606.0,54.8,31.9,0.1,0.1,1.2,986.0,295.0,865.0
830.058,7.1,3.2,20.0,42.0,4.0,44.0,51.0,605.0,54.9,31.9,0.0,0.1,1.4,1003.0,309.0,873.0
831.035,9.1,3.2,22.2,42.0,7.0,44.0,52.0,605.0,54.8,31.9,0.0,0.0,1.2,1003.0,309.0,873.0
832.03,6.9,3.2,14.9,42.0,6.0,44.0,51.0,605.0,54.8,31.9,0.0,0.0,0.0,1003.0,309.0,873.0
833.037,7.9,1.2,21.9,41.3,12.0,45.0,51.0,605.0,54.9,31.9,0.0,0.0,0.1,1003.0,309.0,873.0
834.028,9.0,3.2,17.1,41.3,6.0,44.0,51.0,605.0,54.8,31.9,0.1,0.1,0.6,1000.0,310.0,874.0
835.024,6.3,3.2,14.1,41.3,2.0,44.0,52.0,605.0,54.8,31.9,0.0,0.0,0.6,1000.0,310.0,874.0
836.024,7.0,3.2,16.7,41.3,11.0,44.0,52.0,606.0,54.8,31.9,0.0,0.0,0.3,1000.0,310.0,874.0
837.022,6.1,1.2,18.8,41.5,8.0,44.0,51.0,606.0,54.8,31.9,0.0,0.0,0.1,1000.0,310.0,874.0
838.047,7.8,3.1,19.7,41.5,10.0,44.0,52.0,605.0,54.8,31.9,0.1,0.0,0.3,1002.0,311.0,875.0
839.033,8.5,2.1,25.0,41.5,5.0,45.0,52.0,606.0,54.8,31.9,0.1,0.1,1.5,1002.0,311.0,875.0
840.028,6.3,3.2,20.6,41.5,12.0,44.0,52.0,606.0,54.8,31.9,0.3,0.4,0.2,1002.0,311.0,875.0
841.032,7.3,3.2,18.5,41.3,8.0,44.0,51.0,605.0,54.8,31.9,0.0,0.0,0.2,1002.0,311.0,875.0
842.047,8.0,3.2,18.8,41.3,9.0,44.0,51.0,605.0,54.8,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
843.053,11.8,3.1,29.4,41.3,12.0,45.0,52.0,604.0,54.8,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
844.037,6.8,3.2,19.4,41.3,8.0,44.0,52.0,604.0,54.8,31.9,0.0,0.0,0.1,1001.0,311.0,875.0
845.044,7.3,3.2,22.7,41.5,2.0,45.0,51.0,604.0,54.8,31.9,0.2,0.2,0.1,1001.0,311.0,875.0
846.027,6.7,3.2,20.9,41.5,5.0,44.0,52.0,605.0,54.8,31.9,0.0,0.0,0.1,1001.0,310.0,874.0
847.036,8.0,3.2,16.7,41.5,8.0,44.0,52.0,604.0,54.8,31.9,0.0,0.0,0.0,1001.0,310.0,874.0
848.027,9.8,1.2,20.6,41.5,8.0,44.0,52.0,604.0,54.8,31.9,0.0,0.0,0.1,1001.0,310.0,874.0
849.038,9.1,2.6,20.3,41.5,3.0,45.0,52.0,605.0,54.8,31.9,0.0,0.0,0.0,1001.0,310.0,874.0
850.024,5.7,3.2,14.3,41.5,3.0,44.0,52.0,604.0,54.8,31.9,0.0,0.0,0.1,1002.0,311.0,875.0
851.024,7.3,3.2,20.3,41.5,6.0,45.0,52.0,605.0,54.8,31.9,0.0,0.0,0.3,1002.0,311.0,875.0
852.031,5.8,3.2,12.5,41.5,11.0,45.0,52.0,604.0,54.8,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
853.026,9.8,3.2,23.4,41.3,4.0,44.0,52.0,605.0,54.8,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
854.026,10.8,3.2,24.6,41.3,8.0,44.0,51.0,604.0,54.8,31.9,1.2,2.1,0.6,999.0,310.0,876.0
855.028,9.0,1.3,32.8,41.3,5.0,45.0,51.0,604.0,54.8,31.9,0.1,0.2,0.0,999.0,310.0,876.0
856.026,5.9,3.2,15.4,41.3,10.0,45.0,52.0,605.0,54.8,31.9,0.1,0.2,0.4,999.0,310.0,876.0
857.041,7.8,2.9,19.4,41.8,4.0,44.0,51.0,605.0,54.8,31.9,0.1,0.1,0.0,999.0,310.0,876.0
858.038,10.7,2.6,29.2,41.8,4.0,45.0,52.0,604.0,54.8,31.9,1.7,3.3,0.2,1001.0,311.0,872.0
859.025,7.5,3.2,22.5,41.8,6.0,45.0,52.0,605.0,54.8,31.9,0.0,0.0,0.0,1001.0,311.0,872.0
860.026,18.1,3.2,48.4,41.8,5.0,45.0,52.0,603.0,54.8,31.9,0.1,0.1,0.0,1001.0,311.0,872.0
861.026,9.7,3.2,31.9,42.5,2.0,44.0,52.0,604.0,54.8,31.9,0.1,0.1,0.1,1001.0,311.0,872.0
862.032,5.3,3.2,12.5,42.5,5.0,45.0,52.0,604.0,54.8,31.9,0.1,0.1,0.0,1003.0,314.0,880.0
863.044,11.2,1.3,26.2,42.5,11.0,45.0,52.0,603.0,54.9,31.9,0.2,0.2,0.7,1003.0,314.0,880.0
864.049,8.2,3.2,23.5,42.5,4.0,45.0,52.0,603.0,54.8,31.9,1.1,2.0,0.7,1003.0,314.0,880.0
865.03,5.3,3.2,14.1,41.8,10.0,45.0,52.0,603.0,54.9,31.9,0.1,0.0,0.7,1003.0,314.0,880.0
866.034,9.0,3.2,21.9,41.8,11.0,44.0,52.0,602.0,54.8,31.9,0.0,0.0,0.6,1005.0,313.0,878.0
867.048,6.4,2.8,17.6,41.8,14.0,45.0,52.0,604.0,54.8,31.9,0.0,0.0,0.1,1005.0,313.0,878.0
868.05,11.4,3.2,22.4,41.8,2.0,45.0,52.0,603.0,54.8,31.9,0.0,0.0,0.0,1005.0,313.0,878.0
869.047,6.1,3.1,17.6,41.8,2.0,45.0,52.0,603.0,54.8,31.9,0.8,1.3,1.0,1005.0,313.0,878.0
870.027,9.4,3.2,30.4,41.8,3.0,44.0,51.0,603.0,54.8,31.9,0.0,0.0,0.1,1001.0,311.0,874.0
871.024,8.4,3.2,17.2,41.8,11.0,44.0,52.0,603.0,54.8,31.9,0.0,0.0,0.2,1001.0,311.0,874.0
872.041,8.4,3.2,22.1,41.8,4.0,45.0,51.0,603.0,54.8,31.9,0.1,0.1,0.1,1001.0,311.0,874.0
873.048,7.0,3.2,14.9,41.8,4.0,45.0,51.0,603.0,54.8,31.9,0.0,0.0,0.0,1001.0,311.0,874.0
874.031,8.6,1.2,22.7,41.8,11.0,44.0,52.0,602.0,54.8,31.9,0.0,0.0,0.0,1000.0,310.0,875.0
875.025,7.6,2.9,25.7,41.8,5.0,44.0,52.0,602.0,54.8,31.9,0.0,0.0,0.1,1000.0,310.0,875.0
876.033,8.7,3.2,18.5,41.8,13.0,45.0,52.0,602.0,54.8,31.9,0.0,0.0,1.3,1000.0,310.0,875.0
877.029,5.9,3.2,18.8,41.3,5.0,44.0,52.0,602.0,54.8,31.9,0.0,0.0,0.0,1000.0,310.0,875.0
878.031,11.1,3.2,35.2,41.3,3.0,45.0,52.0,602.0,54.8,31.9,0.6,1.0,0.2,1002.0,310.0,873.0
879.024,15.4,3.2,33.3,41.3,5.0,45.0,52.0,602.0,54.8,31.9,0.6,1.1,0.0,1002.0,310.0,873.0
880.03,9.8,3.2,29.2,41.3,14.0,45.0,52.0,602.0,54.8,31.9,0.1,0.1,0.1,1002.0,310.0,873.0
881.058,21.4,3.2,35.8,42.8,6.0,45.0,52.0,602.0,54.9,31.9,0.3,0.3,0.3,1002.0,310.0,873.0
882.028,49.8,3.2,72.3,42.8,12.0,45.0,52.0,602.0,55.0,31.9,0.2,0.3,0.9,1002.0,310.0,876.0
883.028,34.2,3.2,71.9,42.8,15.0,45.0,52.0,602.0,55.0,31.9,3.1,5.7,0.8,1002.0,310.0,876.0
884.038,17.4,2.3,40.6,42.8,2.0,44.0,51.0,603.0,55.0,31.9,1.2,2.3,0.6,1002.0,310.0,876.0
885.031,14.7,2.5,29.9,44.8,9.0,45.0,51.0,603.0,55.0,31.9,0.2,0.2,0.3,1002.0,310.0,876.0
886.03,8.3,3.2,25.4,44.8,4.0,45.0,51.0,603.0,55.0,31.9,0.2,0.2,0.4,1041.0,342.0,900.0
887.041,9.9,3.2,25.7,44.8,2.0,45.0,52.0,603.0,55.0,31.9,0.3,0.4,1.0,1041.0,342.0,900.0
888.03,13.6,3.2,25.8,44.8,2.0,44.0,52.0,603.0,55.0,31.9,1.1,1.9,0.8,1041.0,342.0,900.0
889.04,5.7,3.2,14.1,42.0,5.0,45.0,52.0,604.0,54.9,31.9,0.1,0.1,0.0,1041.0,342.0,900.0
890.029,6.6,2.3,22.5,42.0,2.0,45.0,52.0,604.0,55.0,31.9,0.1,0.1,0.1,1018.0,320.0,893.0
891.034,9.6,1.3,23.1,42.0,5.0,45.0,51.0,605.0,54.9,31.9,0.1,0.2,0.2,1018.0,320.0,893.0
892.025,15.3,1.3,26.9,42.0,4.0,45.0,52.0,604.0,55.0,31.9,0.2,0.1,1.1,1018.0,320.0,893.0
893.062,10.2,1.2,25.7,41.5,17.0,45.0,52.0,605.0,55.0,31.9,2.5,4.7,0.6,1018.0,320.0,893.0
894.043,10.5,3.2,21.5,41.5,8.0,45.0,52.0,604.0,55.1,31.9,1.0,1.6,0.3,1001.0,311.0,876.0
895.042,6.8,3.2,19.1,41.5,16.0,45.0,52.0,606.0,55.0,31.9,0.1,0.1,0.2,1001.0,311.0,876.0
896.041,11.6,3.2,31.0,41.5,12.0,44.0,51.0,605.0,55.0,31.9,1.0,1.8,0.5,1001.0,311.0,876.0
897.039,6.9,3.2,17.9,41.8,2.0,45.0,52.0,606.0,55.0,31.9,0.0,0.1,0.0,1001.0,311.0,876.0
898.032,6.5,3.2,19.4,41.8,13.0,44.0,52.0,606.0,55.0,31.9,0.1,0.0,0.2,1003.0,311.0,875.0
899.039,8.4,2.9,26.8,41.8,5.0,45.0,52.0,606.0,55.0,31.9,0.1,0.1,3.7,1003.0,311.0,875.0
900.045,8.0,3.2,22.1,41.8,4.0,45.0,52.0,606.0,55.1,31.9,0.0,0.0,0.1,1003.0,311.0,875.0
901.039,5.9,1.9,18.8,41.5,5.0,45.0,52.0,605.0,55.1,31.9,0.0,0.0,0.2,1003.0,311.0,875.0
902.051,11.1,3.2,23.2,41.5,3.0,45.0,51.0,606.0,55.0,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
903.039,5.5,3.2,13.8,41.5,3.0,45.0,52.0,607.0,55.0,31.9,0.1,0.1,0.0,1001.0,311.0,875.0
904.05,8.4,3.2,25.0,41.5,1.0,44.0,52.0,606.0,55.0,31.9,0.0,0.0,0.1,1001.0,311.0,875.0
905.031,5.8,2.6,17.5,42.0,3.0,45.0,52.0,605.0,55.0,31.9,0.0,0.0,0.0,1001.0,311.0,875.0
906.025,7.5,2.6,18.8,42.0,6.0,45.0,52.0,605.0,55.0,31.9,0.0,0.0,0.0,1001.0,310.0,875.0
907.027,7.9,3.2,22.7,42.0,1.0,45.0,51.0,605.0,55.0,31.9,0.1,0.1,0.1,1001.0,310.0,875.0
908.034,6.3,1.2,16.9,42.0,8.0,45.0,52.0,606.0,55.0,31.9,0.7,1.4,0.0,1001.0,310.0,875.0
909.041,9.4,3.2,22.7,41.8,3.0,45.0,52.0,605.0,55.0,31.9,0.5,0.7,0.0,1001.0,310.0,875.0
910.027,11.5,3.2,25.0,41.8,1.0,45.0,51.0,605.0,55.0,31.9,0.5,0.6,0.4,1004.0,310.0,875.0
911.039,7.9,2.1,18.5,41.8,6.0,45.0,52.0,605.0,55.0,31.9,0.9,1.6,0.4,1004.0,310.0,875.0
912.037,7.7,3.1,19.1,41.8,4.0,45.0,52.0,606.0,55.0,31.9,0.1,0.0,1.2,1004.0,310.0,875.0
913.024,10.2,3.2,28.6,41.8,3.0,45.0,52.0,606.0,55.0,31.9,0.0,0.0,0.1,1004.0,310.0,875.0
914.046,5.6,3.2,12.1,41.8,3.0,45.0,52.0,605.0,55.0,31.9,0.5,0.9,0.4,1001.0,311.0,876.0
915.035,5.0,3.2,12.7,41.8,4.0,45.0,52.0,604.0,54.9,31.9,0.7,1.5,0.1,1001.0,311.0,876.0
916.034,13.6,2.6,26.6,41.8,6.0,45.0,52.0,605.0,55.0,31.9,0.2,0.3,0.0,1001.0,311.0,876.0
917.024,8.5,3.2,17.2,41.3,3.0,45.0,52.0,605.0,55.0,31.9,0.0,0.0,1.1,1001.0,311.0,876.0
918.04,6.0,3.2,16.9,41.3,4.0,45.0,52.0,605.0,55.0,31.9,0.1,0.1,0.2,1001.0,311.0,875.0
919.065,13.1,3.2,24.6,41.3,5.0,45.0,52.0,605.0,55.0,31.9,2.2,4.1,0.2,1001.0,311.0,875.0
920.032,12.2,3.2,29.7,41.3,4.0,45.0,52.0,604.0,55.0,31.9,1.7,3.0,0.5,1001.0,311.0,875.0
921.035,8.7,2.8,21.9,42.0,10.0,45.0,52.0,604.0,55.0,31.9,0.2,0.1,0.0,1001.0,311.0,875.0
922.033,9.3,2.8,20.6,42.0,13.0,45.0,52.0,604.0,55.0,31.9,0.1,0.1,0.2,1002.0,311.0,874.0
923.041,8.7,3.2,17.2,42.0,4.0,45.0,52.0,603.0,55.0,31.9,1.5,2.6,0.0,1002.0,311.0,874.0
924.049,12.0,3.2,32.9,42.0,7.0,44.0,51.0,604.0,55.0,31.9,0.8,1.4,0.2,1002.0,311.0,874.0
925.025,10.8,3.2,25.4,41.8,8.0,45.0,51.0,605.0,55.0,31.9,1.2,2.2,0.1,1002.0,311.0,874.0
926.034,12.8,3.2,26.9,41.8,7.0,45.0,52.0,604.0,55.0,31.9,1.5,2.7,0.3,1000.0,310.0,877.0
927.045,7.5,3.2,17.4,41.8,11.0,45.0,52.0,604.0,54.9,31.9,0.1,0.1,0.3,1000.0,310.0,877.0
928.037,11.3,3.2,26.1,41.8,6.0,45.0,52.0,604.0,55.0,31.9,1.2,2.1,0.5,1000.0,310.0,877.0
929.049,7.3,2.8,22.7,42.0,4.0,45.0,52.0,604.0,55.0,31.9,0.1,0.1,0.6,1000.0,310.0,877.0
930.025,9.1,3.2,17.7,42.0,3.0,45.0,52.0,604.0,55.0,31.9,0.2,0.2,0.3,1003.0,310.0,875.0
931.025,10.0,2.9,27.8,42.0,19.0,44.0,52.0,605.0,55.0,31.9,0.1,0.0,0.1,1003.0,310.0,875.0
932.025,12.9,3.2,27.1,42.0,11.0,44.0,52.0,605.0,55.0,31.9,2.0,3.8,0.4,1003.0,310.0,875.0
933.035,12.5,1.2,29.2,41.8,4.0,45.0,51.0,605.0,55.0,31.9,1.7,2.9,0.0,1003.0,310.0,875.0
934.027,10.4,3.2,28.6,41.8,11.0,45.0,52.0,605.0,55.0,31.9,0.1,0.1,0.0,1002.0,311.0,875.0
935.032,6.7,3.2,21.5,41.8,10.0,45.0,52.0,605.0,55.0,31.9,0.0,0.0,0.0,1002.0,311.0,875.0
936.047,10.8,3.2,26.8,41.8,7.0,44.0,51.0,604.0,55.0,31.9,0.2,0.2,0.0,1002.0,311.0,875.0
937.027,7.0,2.6,16.1,41.5,9.0,45.0,52.0,604.0,55.0,31.9,0.1,0.1,0.2,1002.0,311.0,875.0
938.039,8.9,1.3,19.4,41.5,4.0,45.0,51.0,605.0,55.0,31.9,0.1,0.1,0.3,1001.0,311.0,876.0
939.035,9.5,3.2,21.5,41.5,8.0,45.0,51.0,604.0,55.0,31.9,0.1,0.2,0.5,1001.0,311.0,876.0
940.044,10.5,3.2,24.6,41.5,6.0,45.0,52.0,604.0,55.0,31.9,2.5,4.7,0.4,1001.0,311.0,876.0
941.043,11.9,2.5,25.7,41.8,4.0,45.0,51.0,604.0,55.0,31.9,0.4,0.3,0.1,1001.0,311.0,876.0
942.057,15.7,3.2,36.6,41.8,6.0,45.0,51.0,604.0,55.0,31.9,0.1,0.2,0.3,1001.0,311.0,875.0
943.037,19.7,3.2,43.2,41.8,6.0,45.0,52.0,604.0,54.8,31.9,0.1,0.1,0.0,1001.0,311.0,875.0
944.043,16.2,3.2,30.3,41.8,2.0,45.0,52.0,604.0,54.9,31.9,1.6,3.1,1.8,1001.0,311.0,875.0
945.039,10.6,3.2,31.7,42.0,14.0,45.0,52.0,604.0,54.9,31.9,0.4,0.7,0.1,1001.0,311.0,875.0
946.037,7.0,3.2,18.8,42.0,5.0,45.0,52.0,604.0,54.9,31.9,0.4,0.7,0.1,1003.0,311.0,874.0
947.03,6.1,3.2,14.3,42.0,4.0,45.0,52.0,604.0,54.9,31.9,0.1,0.2,0.1,1003.0,311.0,874.0
948.025,7.6,1.9,24.6,42.0,3.0,45.0,52.0,604.0,54.9,31.9,0.1,0.1,0.0,1003.0,311.0,874.0
949.032,11.9,2.3,29.2,42.0,6.0,45.0,52.0,604.0,55.0,31.9,0.9,1.7,0.1,1003.0,311.0,874.0
950.034,10.1,1.2,26.6,42.0,5.0,44.0,52.0,603.0,54.8,31.9,0.3,0.2,0.0,1000.0,311.0,875.0
951.032,12.7,3.2,26.6,42.0,5.0,45.0,52.0,602.0,54.9,31.9,0.3,0.4,0.5,1000.0,311.0,875.0
952.032,9.8,3.2,35.1,42.0,10.0,45.0,52.0,602.0,54.9,31.9,0.1,0.1,0.0,1000.0,311.0,875.0
953.037,10.9,3.2,29.6,41.3,2.0,45.0,52.0,602.0,55.0,31.9,0.3,0.5,1.1,1000.0,311.0,875.0
954.024,9.1,3.2,28.1,41.3,1.0,45.0,52.0,602.0,54.9,31.9,0.8,1.5,0.0,1003.0,311.0,875.0
955.04,8.7,3.2,21.5,41.3,7.0,45.0,52.0,602.0,54.9,31.9,0.2,0.2,0.1,1003.0,311.0,875.0
956.025,6.9,3.2,22.4,41.3,8.0,45.0,52.0,602.0,54.9,31.9,0.6,1.1,0.2,1003.0,311.0,875.0
957.036,7.1,3.2,21.4,41.8,2.0,45.0,52.0,602.0,54.9,31.9,0.2,0.2,0.3,1003.0,311.0,875.0
958.025,12.1,3.2,28.8,41.8,6.0,45.0,52.0,601.0,54.9,31.9,1.4,2.6,0.8,1002.0,311.0,874.0
959.024,14.9,3.2,34.8,41.8,7.0,45.0,52.0,601.0,54.9,31.9,0.2,0.2,2.2,1002.0,311.0,874.0
