t_s;cpu.degc;disk.extraction_moy;disk.cpu_noctua;disk.case_group;fan.top_out;fan.rear_out
812.01;41.0;927.0;229.0;816.0;604.0;1250.0
813.01;39.0;927.0;229.0;816.0;604.0;1250.0
814.02;39.0;941.0;238.0;824.0;623.0;1260.0
815.01;39.0;941.0;238.0;824.0;623.0;1260.0
816.01;39.0;941.0;238.0;824.0;623.0;1260.0
817.01;40.8;941.0;238.0;824.0;623.0;1260.0
818.04;40.8;937.0;239.0;822.0;614.0;1260.0
819.01;40.8;937.0;239.0;822.0;614.0;1260.0
820.02;40.8;937.0;239.0;822.0;614.0;1260.0
821.01;40.8;937.0;239.0;822.0;614.0;1260.0
822.02;40.8;945.0;246.0;829.0;630.0;1261.0
823.03;40.8;945.0;246.0;829.0;630.0;1261.0
824.01;40.8;945.0;246.0;829.0;630.0;1261.0
825.01;40.3;945.0;246.0;829.0;630.0;1261.0
826.01;40.3;943.0;239.0;826.0;622.0;1264.0
827.01;40.3;943.0;239.0;826.0;622.0;1264.0
828.01;40.3;943.0;239.0;826.0;622.0;1264.0
829.2;39.0;943.0;239.0;826.0;622.0;1264.0
830.01;39.0;951.0;250.0;826.0;635.0;1268.0
831.01;39.0;951.0;250.0;826.0;635.0;1268.0
832.01;39.0;951.0;250.0;826.0;635.0;1268.0
833.01;40.5;951.0;250.0;826.0;635.0;1268.0
834.02;40.5;941.0;242.0;829.0;622.0;1259.0
835.01;40.5;941.0;242.0;829.0;622.0;1259.0
836.01;40.5;941.0;242.0;829.0;622.0;1259.0
837.01;40.8;941.0;242.0;829.0;622.0;1259.0
838.01;40.8;942.0;245.0;830.0;622.0;1261.0
839.07;40.8;942.0;245.0;830.0;622.0;1261.0
840.01;40.8;942.0;245.0;830.0;622.0;1261.0
841.01;40.3;942.0;245.0;830.0;622.0;1261.0
842.01;40.3;942.0;240.0;826.0;623.0;1262.0
843.01;40.3;942.0;240.0;826.0;623.0;1262.0
844.01;40.3;942.0;240.0;826.0;623.0;1262.0
845.01;39.0;942.0;240.0;826.0;623.0;1262.0
846.01;39.0;948.0;252.0;826.0;632.0;1264.0
847.01;39.0;948.0;252.0;826.0;632.0;1264.0
848.02;39.0;948.0;252.0;826.0;632.0;1264.0
849.01;39.3;948.0;252.0;826.0;632.0;1264.0
850.01;39.3;956.0;257.0;830.0;645.0;1268.0
851.01;39.3;956.0;257.0;830.0;645.0;1268.0
852.01;39.3;956.0;257.0;830.0;645.0;1268.0
853.01;39.8;956.0;257.0;830.0;645.0;1268.0
854.02;39.8;945.0;249.0;830.0;626.0;1264.0
855.01;39.8;945.0;249.0;830.0;626.0;1264.0
856.01;39.8;945.0;249.0;830.0;626.0;1264.0
857.01;40.3;945.0;249.0;830.0;626.0;1264.0
858.01;40.3;949.0;254.0;827.0;635.0;1264.0
859.01;40.3;949.0;254.0;827.0;635.0;1264.0
860.05;40.3;949.0;254.0;827.0;635.0;1264.0
861.01;40.3;949.0;254.0;827.0;635.0;1264.0
862.01;40.3;958.0;259.0;833.0;646.0;1270.0
863.01;40.3;958.0;259.0;833.0;646.0;1270.0
864.01;40.3;958.0;259.0;833.0;646.0;1270.0
865.01;39.3;958.0;259.0;833.0;646.0;1270.0
866.01;39.3;953.0;256.0;832.0;640.0;1266.0
867.01;39.3;953.0;256.0;832.0;640.0;1266.0
868.01;39.3;953.0;256.0;832.0;640.0;1266.0
869.02;39.8;953.0;256.0;832.0;640.0;1266.0
870.01;39.8;951.0;257.0;833.0;638.0;1265.0
871.01;39.8;951.0;257.0;833.0;638.0;1265.0
872.01;39.8;951.0;257.0;833.0;638.0;1265.0
873.05;39.0;951.0;257.0;833.0;638.0;1265.0
874.01;39.0;948.0;253.0;833.0;631.0;1266.0
875.01;39.0;948.0;253.0;833.0;631.0;1266.0
876.01;39.0;948.0;253.0;833.0;631.0;1266.0
877.01;40.8;948.0;253.0;833.0;631.0;1266.0
878.02;40.8;943.0;242.0;828.0;621.0;1265.0
879.01;40.8;943.0;242.0;828.0;621.0;1265.0
880.01;40.8;943.0;242.0;828.0;621.0;1265.0
881.01;39.5;943.0;242.0;828.0;621.0;1265.0
882.01;39.5;955.0;261.0;834.0;644.0;1267.0
883.01;39.5;955.0;261.0;834.0;644.0;1267.0
884.04;39.5;955.0;261.0;834.0;644.0;1267.0
885.01;40.8;955.0;261.0;834.0;644.0;1267.0
886.01;40.8;947.0;252.0;831.0;629.0;1265.0
887.01;40.8;947.0;252.0;831.0;629.0;1265.0
888.01;40.8;947.0;252.0;831.0;629.0;1265.0
889.01;39.3;947.0;252.0;831.0;629.0;1265.0
890.46;39.3;951.0;252.0;829.0;634.0;1268.0
891.01;39.3;951.0;252.0;829.0;634.0;1268.0
892.01;39.3;951.0;252.0;829.0;634.0;1268.0
893.01;40.3;951.0;252.0;829.0;634.0;1268.0
894.02;40.3;946.0;245.0;827.0;625.0;1266.0
895.01;40.3;946.0;245.0;827.0;625.0;1266.0
896.01;40.3;946.0;245.0;827.0;625.0;1266.0
897.01;40.8;946.0;245.0;827.0;625.0;1266.0
898.01;40.8;953.0;257.0;833.0;640.0;1266.0
899.01;40.8;953.0;257.0;833.0;640.0;1266.0
900.01;40.8;953.0;257.0;833.0;640.0;1266.0
901.05;39.5;942.0;243.0;829.0;622.0;1263.0
902.01;39.5;942.0;243.0;829.0;622.0;1263.0
903.01;39.5;942.0;243.0;829.0;622.0;1263.0
904.01;39.5;942.0;243.0;829.0;622.0;1263.0
905.01;40.5;942.0;243.0;829.0;622.0;1263.0
906.01;40.5;946.0;246.0;830.0;627.0;1265.0
907.01;40.5;946.0;246.0;830.0;627.0;1265.0
908.01;40.5;946.0;246.0;830.0;627.0;1265.0
909.09;39.5;948.0;246.0;828.0;630.0;1265.0
910.01;39.5;948.0;246.0;828.0;630.0;1265.0
911.01;39.5;948.0;246.0;828.0;630.0;1265.0
912.01;39.5;948.0;246.0;828.0;630.0;1265.0
913.01;40.8;948.0;246.0;828.0;630.0;1265.0
914.01;40.8;944.0;244.0;827.0;623.0;1264.0
915.01;40.8;944.0;244.0;827.0;623.0;1264.0
916.01;40.8;944.0;244.0;827.0;623.0;1264.0
917.04;39.5;944.0;244.0;827.0;623.0;1264.0
918.01;39.5;942.0;243.0;825.0;620.0;1263.0
919.01;39.5;942.0;243.0;825.0;620.0;1263.0
920.01;39.5;942.0;243.0;825.0;620.0;1263.0
921.01;40.8;942.0;243.0;825.0;620.0;1263.0
922.01;40.8;946.0;242.0;825.0;627.0;1266.0
923.01;40.8;946.0;242.0;825.0;627.0;1266.0
924.01;40.8;946.0;242.0;825.0;627.0;1266.0
925.34;40.5;955.0;256.0;831.0;640.0;1270.0
926.01;40.5;955.0;256.0;831.0;640.0;1270.0
927.01;40.5;955.0;256.0;831.0;640.0;1270.0
928.02;40.5;955.0;256.0;831.0;640.0;1270.0
929.01;41.0;955.0;256.0;831.0;640.0;1270.0
930.01;41.0;955.0;256.0;831.0;640.0;1270.0
931.01;41.0;946.0;246.0;830.0;625.0;1267.0
932.01;41.0;946.0;246.0;830.0;625.0;1267.0
933.01;41.0;946.0;246.0;830.0;625.0;1267.0
934.01;39.3;946.0;246.0;830.0;625.0;1267.0
935.01;39.3;937.0;240.0;822.0;614.0;1259.0
936.01;39.3;937.0;240.0;822.0;614.0;1259.0
937.01;39.3;937.0;240.0;822.0;614.0;1259.0
938.01;39.0;937.0;240.0;822.0;614.0;1259.0
939.01;39.0;947.0;250.0;825.0;629.0;1264.0
940.19;39.0;947.0;250.0;825.0;629.0;1264.0
941.01;39.0;947.0;250.0;825.0;629.0;1264.0
942.01;39.3;947.0;250.0;825.0;629.0;1264.0
943.01;39.3;935.0;234.0;822.0;611.0;1259.0
944.01;39.3;935.0;234.0;822.0;611.0;1259.0
945.01;39.3;935.0;234.0;822.0;611.0;1259.0
946.01;38.8;935.0;234.0;822.0;611.0;1259.0
947.01;38.8;936.0;235.0;823.0;611.0;1260.0
948.01;38.8;936.0;235.0;823.0;611.0;1260.0
949.01;38.8;936.0;235.0;823.0;611.0;1260.0
950.01;39.3;936.0;235.0;823.0;611.0;1260.0
951.01;39.3;938.0;237.0;824.0;611.0;1265.0
952.01;39.3;938.0;237.0;824.0;611.0;1265.0
953.02;39.3;938.0;237.0;824.0;611.0;1265.0
954.01;38.5;938.0;237.0;824.0;611.0;1265.0
955.01;38.5;931.0;229.0;817.0;607.0;1255.0
956.01;38.5;931.0;229.0;817.0;607.0;1255.0
957.01;38.5;931.0;229.0;817.0;607.0;1255.0
958.01;39.8;931.0;229.0;817.0;607.0;1255.0
959.01;39.8;940.0;240.0;822.0;618.0;1262.0
